REF_AREA,Reference area,MEDICAL_TECH,Medical technology,TIME_PERIOD,OBS_VALUE
BEL,Belgium,MRI,Magnetic resonance imaging (MRI) units,2013,10.88
BEL,Belgium,MRI,Magnetic resonance imaging (MRI) units,2012,10.66
BEL,Belgium,MRI,Magnetic resonance imaging (MRI) units,2011,10.73
BEL,Belgium,MRI,Magnetic resonance imaging (MRI) units,2010,10.65
BEL,Belgium,MAMM,Mammographs,2020,36.5
BEL,Belgium,MAMM,Mammographs,2019,34.46
BEL,Belgium,MAMM,Mammographs,2018,36.13
BEL,Belgium,MAMM,Mammographs,2017,36.66
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2005,11.57
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2004,10.68
CAN,Canada,GAMMA,Gamma cameras,2009,19.15
CAN,Canada,GAMMA,Gamma cameras,2007,19.49
CAN,Canada,GAMMA,Gamma cameras,2006,19.22
CAN,Canada,GAMMA,Gamma cameras,2005,19.35
CAN,Canada,GAMMA,Gamma cameras,2004,19.19
CAN,Canada,GAMMA,Gamma cameras,2003,19.09
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2011,1.31
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2010,1.18
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2009,1.13
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2007,0.94
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2006,0.83
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2005,0.59
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2004,0.53
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2003,0.44
CAN,Canada,GAMMA,Gamma cameras,2022,13.85
CAN,Canada,GAMMA,Gamma cameras,2019,15.32
CAN,Canada,GAMMA,Gamma cameras,2017,16.5
CAN,Canada,GAMMA,Gamma cameras,2012,20.74
CAN,Canada,GAMMA,Gamma cameras,2011,20.76
CAN,Canada,GAMMA,Gamma cameras,2010,21.06
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2003,10.27
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2001,9.77
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,1997,8.19
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,1995,7.99
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,1994,7.69
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,1993,7.53
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,1992,7.33
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,1991,7.13
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,1990,7.15
CAN,Canada,MAMM,Mammographs,2022,17.21
CAN,Canada,MAMM,Mammographs,2021,17.53
CAN,Canada,MAMM,Mammographs,2020,17.65
CAN,Canada,MAMM,Mammographs,2019,17.93
CAN,Canada,MAMM,Mammographs,2018,18.05
CAN,Canada,MAMM,Mammographs,2017,17.84
CAN,Canada,MAMM,Mammographs,2016,18.42
CAN,Canada,MAMM,Mammographs,2015,17.9
CAN,Canada,MAMM,Mammographs,2014,17.55
CAN,Canada,MAMM,Mammographs,2013,16.42
CAN,Canada,MAMM,Mammographs,2012,15.99
CAN,Canada,MAMM,Mammographs,2011,16.02
CAN,Canada,MAMM,Mammographs,2010,16.23
CAN,Canada,MAMM,Mammographs,2005,21.34
CAN,Canada,MAMM,Mammographs,2002,19.13
CAN,Canada,MAMM,Mammographs,1999,21.25
CAN,Canada,MAMM,Mammographs,1997,22.1
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2022,1.44
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2019,1.52
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2017,1.48
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2015,1.32
CAN,Canada,PET_SCAN,Positron emission tomography (PET) scanners,2012,1.21
CAN,Canada,RT,Radiation therapy equipment,2022,2.75
CAN,Canada,RT,Radiation therapy equipment,2021,2.77
CAN,Canada,RT,Radiation therapy equipment,2020,2.87
CAN,Canada,RT,Radiation therapy equipment,2019,2.87
CAN,Canada,RT,Radiation therapy equipment,2018,2.99
CAN,Canada,RT,Radiation therapy equipment,2017,2.96
CAN,Canada,RT,Radiation therapy equipment,2016,2.88
CAN,Canada,RT,Radiation therapy equipment,1997,7.06
CAN,Canada,RT,Radiation therapy equipment,1996,6.86
CAN,Canada,RT,Radiation therapy equipment,1995,6.89
CAN,Canada,RT,Radiation therapy equipment,1994,6.38
CAN,Canada,RT,Radiation therapy equipment,1993,5.58
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2022,10.35
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2019,10.05
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2017,9.96
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2015,9.52
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2013,8.89
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2012,8.87
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2011,8.53
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2010,8.26
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2009,7.91
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2007,6.75
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2006,6.17
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2005,5.74
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2004,4.92
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2003,4.71
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2001,4.19
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,2000,2.48
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1997,1.84
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1995,1.37
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1994,1.21
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1993,1.05
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1992,0.99
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1991,0.78
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1990,0.69
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1989,0.48
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1988,0.45
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1987,0.38
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1986,0.31
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1985,0.19
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1984,0.16
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1983,0.12
CAN,Canada,MRI,Magnetic resonance imaging (MRI) units,1982,0.04
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2022,14.23
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2019,14.6
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2017,15.38
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2015,15.07
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2013,14.76
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2012,14.69
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2011,14.62
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2010,14.23
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2009,13.8
CAN,Canada,CT_SCAN,Computed tomography (CT) scanners,2007,12.74
CHL,Chile,CT_SCAN,Computed tomography (CT) scanners,2011,10.2
CHL,Chile,MRI,Magnetic resonance imaging (MRI) units,2017,12.27
CHL,Chile,GAMMA,Gamma cameras,2012,1.66
CHL,Chile,GAMMA,Gamma cameras,2011,1.62
CHL,Chile,MAMM,Mammographs,2014,14.79
CHL,Chile,MAMM,Mammographs,2013,14.42
CHL,Chile,MAMM,Mammographs,2012,14.05
CHL,Chile,MAMM,Mammographs,2011,13.68
CHL,Chile,MRI,Magnetic resonance imaging (MRI) units,2014,9.44
CHL,Chile,MRI,Magnetic resonance imaging (MRI) units,2013,6.59
CHL,Chile,MRI,Magnetic resonance imaging (MRI) units,2012,4.41
CHL,Chile,MRI,Magnetic resonance imaging (MRI) units,2011,4.11
CHL,Chile,PET_SCAN,Positron emission tomography (PET) scanners,2014,0.56
CHL,Chile,PET_SCAN,Positron emission tomography (PET) scanners,2013,0.45
CHL,Chile,PET_SCAN,Positron emission tomography (PET) scanners,2012,0.4
CHL,Chile,PET_SCAN,Positron emission tomography (PET) scanners,2011,0.29
CHL,Chile,RT,Radiation therapy equipment,2014,2.3
CHL,Chile,RT,Radiation therapy equipment,2013,1.93
CHL,Chile,RT,Radiation therapy equipment,2012,1.66
CHL,Chile,RT,Radiation therapy equipment,2011,1.68
CHL,Chile,GAMMA,Gamma cameras,2014,1.63
CHL,Chile,GAMMA,Gamma cameras,2013,1.53
CHL,Chile,CT_SCAN,Computed tomography (CT) scanners,2017,24.21
CHL,Chile,CT_SCAN,Computed tomography (CT) scanners,2014,14.79
CHL,Chile,CT_SCAN,Computed tomography (CT) scanners,2013,12.26
COL,Colombia,MRI,Magnetic resonance imaging (MRI) units,2015,0.22
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2020,5.99
COL,Colombia,MRI,Magnetic resonance imaging (MRI) units,2014,0.17
COL,Colombia,MRI,Magnetic resonance imaging (MRI) units,2013,0.15
COL,Colombia,MRI,Magnetic resonance imaging (MRI) units,2012,0.16
COL,Colombia,MRI,Magnetic resonance imaging (MRI) units,2011,0.13
COL,Colombia,MRI,Magnetic resonance imaging (MRI) units,2010,0.09
COL,Colombia,MRI,Magnetic resonance imaging (MRI) units,2009,0.11
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2019,6.17
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2018,6.38
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2017,6.94
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2016,7.47
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2015,7.38
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2014,7.35
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2013,7.59
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2012,7.56
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2011,7.18
COL,Colombia,CT_SCAN,Computed tomography (CT) scanners,2010,7.37
COL,Colombia,MRI,Magnetic resonance imaging (MRI) units,2018,0.25
COL,Colombia,MRI,Magnetic resonance imaging (MRI) units,2017,0.25
CZE,Czechia,MAMM,Mammographs,2020,10.56
CZE,Czechia,MAMM,Mammographs,2019,10.69
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2005,0.49
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2004,0.29
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2003,0.29
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2002,0.1
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2001,0.1
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2000,0.1
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2019,1.59
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2018,1.6
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2017,1.61
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2016,1.51
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2015,1.04
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2014,0.76
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2013,0.95
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2012,0.76
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2011,0.76
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2010,0.67
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2009,0.57
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2008,0.58
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2007,0.48
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2006,0.49
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2018,16.09
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2017,15.77
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2016,15.52
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2015,16.12
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2014,15.11
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2013,15.03
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2012,15.03
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2011,14.77
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2010,14.45
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2009,14.11
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2008,13.33
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2007,12.88
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2006,13.05
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2005,12.31
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2004,12.64
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2003,12.64
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2002,12.06
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2001,11.44
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2000,9.64
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,1999,9.14
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,1998,8.06
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,1997,7.18
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,1996,6.88
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,1995,6.68
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,1994,6.19
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,1993,5.71
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,1992,4.65
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,1991,2.13
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2022,1.67
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2021,1.71
CZE,Czechia,PET_SCAN,Positron emission tomography (PET) scanners,2020,1.68
CZE,Czechia,MAMM,Mammographs,2018,11.2
CZE,Czechia,MAMM,Mammographs,2017,11.33
CZE,Czechia,MAMM,Mammographs,2016,10.98
CZE,Czechia,MAMM,Mammographs,2015,10.62
CZE,Czechia,MAMM,Mammographs,2014,10.07
CZE,Czechia,MAMM,Mammographs,2013,11.7
CZE,Czechia,MAMM,Mammographs,2012,12.37
CZE,Czechia,MAMM,Mammographs,2011,12.77
CZE,Czechia,MAMM,Mammographs,2010,12.84
CZE,Czechia,MAMM,Mammographs,2009,12.68
CZE,Czechia,MAMM,Mammographs,2008,13.33
CZE,Czechia,MAMM,Mammographs,2007,13.47
CZE,Czechia,MAMM,Mammographs,2006,14.32
CZE,Czechia,MAMM,Mammographs,2005,14.07
CZE,Czechia,MAMM,Mammographs,2004,13.72
CZE,Czechia,MAMM,Mammographs,2003,14.21
CZE,Czechia,MAMM,Mammographs,2002,13.23
CZE,Czechia,MAMM,Mammographs,2001,12.23
CZE,Czechia,MAMM,Mammographs,2000,10.61
CZE,Czechia,MAMM,Mammographs,1999,10.7
CZE,Czechia,MAMM,Mammographs,1998,10.2
CZE,Czechia,MAMM,Mammographs,1997,10.29
CZE,Czechia,MAMM,Mammographs,1996,10.28
CZE,Czechia,MAMM,Mammographs,1995,8.42
CZE,Czechia,MAMM,Mammographs,1994,6.58
CZE,Czechia,MAMM,Mammographs,1993,5.42
CZE,Czechia,MAMM,Mammographs,1992,4.26
CZE,Czechia,MAMM,Mammographs,1991,3.78
CZE,Czechia,RT,Radiation therapy equipment,2022,7.9
CZE,Czechia,RT,Radiation therapy equipment,2021,7.81
CZE,Czechia,RT,Radiation therapy equipment,2020,7.66
CZE,Czechia,RT,Radiation therapy equipment,2019,7.78
CZE,Czechia,RT,Radiation therapy equipment,2018,7.72
CZE,Czechia,RT,Radiation therapy equipment,2017,8.22
CZE,Czechia,RT,Radiation therapy equipment,2016,8.14
CZE,Czechia,RT,Radiation therapy equipment,2015,8.54
CZE,Czechia,RT,Radiation therapy equipment,2014,7.51
CZE,Czechia,RT,Radiation therapy equipment,2013,7.99
CZE,Czechia,RT,Radiation therapy equipment,2012,8.37
CZE,Czechia,RT,Radiation therapy equipment,2011,8.29
CZE,Czechia,RT,Radiation therapy equipment,2010,8.65
CZE,Czechia,RT,Radiation therapy equipment,2009,8.48
CZE,Czechia,RT,Radiation therapy equipment,2008,8.44
CZE,Czechia,RT,Radiation therapy equipment,2007,8.82
CZE,Czechia,RT,Radiation therapy equipment,2006,8.96
CZE,Czechia,RT,Radiation therapy equipment,2005,8.6
CZE,Czechia,RT,Radiation therapy equipment,2004,9.31
CZE,Czechia,RT,Radiation therapy equipment,2003,9.12
CZE,Czechia,RT,Radiation therapy equipment,2002,9.02
CZE,Czechia,RT,Radiation therapy equipment,2001,9.1
CZE,Czechia,RT,Radiation therapy equipment,2000,8.47
CZE,Czechia,RT,Radiation therapy equipment,1999,6.32
CZE,Czechia,RT,Radiation therapy equipment,1998,6.41
CZE,Czechia,RT,Radiation therapy equipment,1997,6.5
CZE,Czechia,RT,Radiation therapy equipment,1996,6.11
CZE,Czechia,RT,Radiation therapy equipment,1995,4.94
CZE,Czechia,RT,Radiation therapy equipment,1994,4.16
CZE,Czechia,RT,Radiation therapy equipment,1993,4.36
CZE,Czechia,RT,Radiation therapy equipment,1992,5.72
CZE,Czechia,RT,Radiation therapy equipment,1991,5.43
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2022,16.36
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2021,16.76
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2020,16.26
CZE,Czechia,CT_SCAN,Computed tomography (CT) scanners,2019,16.4
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2022,11.62
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2021,11.81
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2020,11.03
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2019,10.4
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2018,10.35
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2017,9.44
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2016,8.52
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2015,8.35
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2014,7.41
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2013,7.42
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2012,6.95
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2011,6.86
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2010,6.28
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2009,5.72
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2008,4.99
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2007,4.36
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2006,3.8
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2005,3.13
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2004,2.84
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2003,2.45
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2002,2.16
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2001,1.86
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,2000,1.65
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,1999,1.56
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,1998,1.36
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,1997,1.07
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,1996,1.07
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,1995,0.97
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,1994,0.68
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,1993,0.58
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,1992,0.39
CZE,Czechia,MRI,Magnetic resonance imaging (MRI) units,1991,0.19
CZE,Czechia,GAMMA,Gamma cameras,2022,10.32
CZE,Czechia,GAMMA,Gamma cameras,2021,10.95
CZE,Czechia,GAMMA,Gamma cameras,2020,11.03
CZE,Czechia,GAMMA,Gamma cameras,2019,11.43
CZE,Czechia,GAMMA,Gamma cameras,2018,11.95
CZE,Czechia,GAMMA,Gamma cameras,2017,11.43
CZE,Czechia,GAMMA,Gamma cameras,2016,11.45
CZE,Czechia,GAMMA,Gamma cameras,2015,11.57
CZE,Czechia,GAMMA,Gamma cameras,2014,11.12
CZE,Czechia,GAMMA,Gamma cameras,2013,11.51
CZE,Czechia,GAMMA,Gamma cameras,2012,11.32
CZE,Czechia,GAMMA,Gamma cameras,2011,11.81
CZE,Czechia,GAMMA,Gamma cameras,2010,11.6
CZE,Czechia,GAMMA,Gamma cameras,2009,11.82
CZE,Czechia,GAMMA,Gamma cameras,2008,11.6
CZE,Czechia,GAMMA,Gamma cameras,2007,11.92
CZE,Czechia,GAMMA,Gamma cameras,2006,12.27
CZE,Czechia,GAMMA,Gamma cameras,2005,11.63
CZE,Czechia,GAMMA,Gamma cameras,2004,11.95
CZE,Czechia,GAMMA,Gamma cameras,2003,11.57
CZE,Czechia,GAMMA,Gamma cameras,2002,11.47
CZE,Czechia,GAMMA,Gamma cameras,2001,10.76
CZE,Czechia,GAMMA,Gamma cameras,2000,9.54
CZE,Czechia,MAMM,Mammographs,2022,10.32
DNK,Denmark,PET_SCAN,Positron emission tomography (PET) scanners,2018,7.94
DNK,Denmark,PET_SCAN,Positron emission tomography (PET) scanners,2017,7.29
DNK,Denmark,GAMMA,Gamma cameras,2009,16.67
DNK,Denmark,GAMMA,Gamma cameras,2008,16.58
DNK,Denmark,GAMMA,Gamma cameras,2007,15.94
DNK,Denmark,GAMMA,Gamma cameras,2006,14.72
DNK,Denmark,GAMMA,Gamma cameras,2005,14.96
DNK,Denmark,GAMMA,Gamma cameras,2004,16.29
DNK,Denmark,CT_SCAN,Computed tomography (CT) scanners,2002,13.77
DNK,Denmark,CT_SCAN,Computed tomography (CT) scanners,2001,13.26
DNK,Denmark,CT_SCAN,Computed tomography (CT) scanners,2000,11.43
DNK,Denmark,GAMMA,Gamma cameras,2022,13.36
DNK,Denmark,GAMMA,Gamma cameras,2021,13.68
DNK,Denmark,GAMMA,Gamma cameras,2020,13.73
DNK,Denmark,GAMMA,Gamma cameras,2019,14.62
DNK,Denmark,GAMMA,Gamma cameras,2018,15.2
DNK,Denmark,GAMMA,Gamma cameras,2017,16.32
