REF_AREA,Reference area,MEASURE,Measure,TIME_PERIOD,OBS_VALUE
CHL,Chile,ADMRASTH,Asthma hospital admission,2014,16.6
HUN,Hungary,ADMRCHFL,Congestive heart failure hospital admission,2012,472.9
HUN,Hungary,ADMRCHFL,Congestive heart failure hospital admission,2011,500.5
HUN,Hungary,ADMRCHFL,Congestive heart failure hospital admission,2010,523.7
HUN,Hungary,ADMRCHFL,Congestive heart failure hospital admission,2009,448.4
HUN,Hungary,ADMRCHFL,Congestive heart failure hospital admission,2008,484.2
HUN,Hungary,ADMRCHFL,Congestive heart failure hospital admission,2007,536
HUN,Hungary,ADMRCHFL,Congestive heart failure hospital admission,2006,684.3
HUN,Hungary,ADMRCHFL,Congestive heart failure hospital admission,2005,677.4
FRA,France,ADMRCHFL,Congestive heart failure hospital admission,2012,278.5
FRA,France,ADMRCHFL,Congestive heart failure hospital admission,2011,275.9
FRA,France,ADMRCHFL,Congestive heart failure hospital admission,2010,283.7
FRA,France,ADMRCHFL,Congestive heart failure hospital admission,2015,287
FRA,France,ADMRCHFL,Congestive heart failure hospital admission,2014,284.2
NLD,Netherlands,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2014,4
NLD,Netherlands,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2021,4.5
NLD,Netherlands,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2020,4.3
NLD,Netherlands,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2019,4.6
NLD,Netherlands,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2018,4.8
NLD,Netherlands,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2017,4.9
NLD,Netherlands,PATRDBLE,Lower extremity amputation in diabetic patients using linked data,2016,4.8
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2014,274
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2013,276.3
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2012,264.9
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2011,281.5
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2010,290.8
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2009,290.7
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2008,253.3
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2007,259.6
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2006,262
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2019,242.1
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2018,228.9
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2017,242
DNK,Denmark,CHHYCOMP,Congestive heart failure and hypertension hospital admission,2016,252
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2008,125.3
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2007,133.6
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2006,138.6
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2005,142.8
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2004,155.9
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2003,138.8
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2002,134.5
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2001,137.2
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2000,136.3
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2021,60.9
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2020,68.5
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2019,76.7
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2018,74.9
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2017,82.1
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2016,73.5
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2015,91.3
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2014,97.2
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2013,98.1
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2012,99.2
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2011,103.7
FIN,Finland,ADMRHYPT,Hypertension hospital admission,2010,108.9
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2008,97.9
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2007,112.7
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2006,106.6
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2021,103.6
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2020,107
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2019,151.4
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2018,149.4
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,150.8
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,115.7
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,116.9
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,109.5
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2013,113.2
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,104.9
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,98.8
CHE,Switzerland,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2010,97.4
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2015,35.6
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2014,34.1
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2012,36.6
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2011,31.6
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2010,32.5
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2009,30.5
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2008,28.3
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2007,28
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2006,25
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2021,17.7
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2020,20.3
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2019,33.4
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2018,33.4
NLD,Netherlands,ADMRASTH,Asthma hospital admission,2017,36.8
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2008,161.6
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2007,160.7
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2006,156.9
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2005,152.7
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2004,156.8
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2003,151.3
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2002,152.9
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2001,129.1
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2000,95.7
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2014,153
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2013,193.3
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2012,188.8
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2011,175.2
NZL,New Zealand,ADMRDBUC,Diabetes hospital admission,2010,183.7
EST,Estonia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2014,123.7
EST,Estonia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2021,49.4
EST,Estonia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2020,64.5
EST,Estonia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2019,91.1
EST,Estonia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2018,89.8
EST,Estonia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,103.4
EST,Estonia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,108.7
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2014,72.8
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2013,65.9
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2012,69.5
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2011,62.6
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2010,71.7
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2009,72.8
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2008,79.5
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2007,73.2
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2006,79.5
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2021,47.2
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2020,34.4
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2019,74.9
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2018,75.3
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2017,73.4
GBR,United Kingdom,ADMRASTH,Asthma hospital admission,2016,72.7
LVA,Latvia,ADMRASTH,Asthma hospital admission,2015,108.3
LVA,Latvia,ADMRASTH,Asthma hospital admission,2014,110.2
LVA,Latvia,ADMRASTH,Asthma hospital admission,2013,98.4
LVA,Latvia,ADMRASTH,Asthma hospital admission,2012,106.6
LVA,Latvia,ADMRASTH,Asthma hospital admission,2011,101.4
LVA,Latvia,ADMRASTH,Asthma hospital admission,2010,82.5
LVA,Latvia,ADMRASTH,Asthma hospital admission,2009,133.9
LVA,Latvia,ADMRASTH,Asthma hospital admission,2008,125
LVA,Latvia,ADMRASTH,Asthma hospital admission,2007,131.6
LVA,Latvia,ADMRASTH,Asthma hospital admission,2021,29.9
LVA,Latvia,ADMRASTH,Asthma hospital admission,2020,60
LVA,Latvia,ADMRASTH,Asthma hospital admission,2019,95.6
LVA,Latvia,ADMRASTH,Asthma hospital admission,2018,102.7
LVA,Latvia,ADMRASTH,Asthma hospital admission,2017,104.3
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,19.3
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,18.7
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,18.1
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,18.3
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,17.8
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,17.6
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,16.9
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,17.7
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,17.1
MEX,Mexico,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,19.4
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,208.9
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,191.9
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,186.8
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,183.9
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,211.1
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,119.3
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,122.9
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,164.4
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,173.2
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,182.6
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2016,184.5
CZE,Czechia,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,199.9
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2007,23.2
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2006,23.3
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2021,16.8
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2005,22.7
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2004,22.2
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2003,23.6
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2002,23.3
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2001,22.7
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2000,23.5
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2020,16.4
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2019,18.7
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2018,17.3
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2017,19
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2016,18.1
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2015,18.2
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2014,17.5
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2013,17.3
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2012,19.7
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2011,17.9
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2010,18.7
ISR,Israel,ADMRDBLE,Lower extremity amputation in diabetic patients using unlinked data,2009,18.3
COL,Colombia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2013,109.2
COL,Colombia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2012,118.1
COL,Colombia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2011,127.1
COL,Colombia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2010,60.4
COL,Colombia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2009,83.5
COL,Colombia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2017,119.6
COL,Colombia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2016,58.2
COL,Colombia,ADMRCOPD,Chronic obstructive pulmonary disease hospital admission,2015,107.3
DEU,Germany,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,193.3
DEU,Germany,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,299.5
DEU,Germany,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,308.5
DEU,Germany,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,301.9
DEU,Germany,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,293.1
DEU,Germany,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,257.1
DEU,Germany,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,249.2
DEU,Germany,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,228.7
COL,Colombia,ADMRDBUC,Diabetes hospital admission,2017,62.1
COL,Colombia,ADMRDBUC,Diabetes hospital admission,2016,36.2
COL,Colombia,ADMRDBUC,Diabetes hospital admission,2015,65.9
COL,Colombia,ADMRDBUC,Diabetes hospital admission,2014,89.9
COL,Colombia,ADMRDBUC,Diabetes hospital admission,2013,66.3
COL,Colombia,ADMRDBUC,Diabetes hospital admission,2012,67.1
COL,Colombia,ADMRDBUC,Diabetes hospital admission,2011,68.2
COL,Colombia,ADMRDBUC,Diabetes hospital admission,2010,33.3
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2015,65.4
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2014,66.3
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2013,64
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2012,223.9
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2011,216.3
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2010,219
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2009,210.9
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2008,213.6
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2007,208
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2021,69.3
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2020,69.2
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2019,140.7
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2018,65.2
SWE,Sweden,ASCOCOMP,Asthma and chronic obstructive pulmonary disease hospital admission,2017,62.2
ESP,Spain,ADMRHYPT,Hypertension hospital admission,2007,11.3
ESP,Spain,ADMRHYPT,Hypertension hospital admission,2006,9.8
ESP,Spain,ADMRHYPT,Hypertension hospital admission,2021,5
ESP,Spain,ADMRHYPT,Hypertension hospital admission,2005,9.7
ESP,Spain,ADMRHYPT,Hypertension hospital admission,2004,10
ESP,Spain,ADMRHYPT,Hypertension hospital admission,2003,9.9
ESP,Spain,ADMRHYPT,Hypertension hospital admission,2002,9.8
ESP,Spain,ADMRHYPT,Hypertension hospital admission,2001,10.6
